Exemption Number,Manufacturer Registration Number,Manufacturer Name,Report ID,Date of Event,Manufacturer Aware Date,Event Type,Device Problem Codes,Report Year,Report Quarter,Initial Report Flag,Device ID,Product Code,Brand Name,Model Number,Catalog Number,Implant Available for Evaluation,Implant Returned to Manufacturer
2007014,9617229,ALLERGAN,1876709,NI,3/21/2019,IN,1546,2019,1,I,Inspira TRLP,FTR,Natrelle Silicone-Filled Breast Implants,Inspira TRLP,TRLP-490,2,2
2007014,9617229,ALLERGAN,1876710,NI,3/21/2019,IN,1546,2019,1,I,Inspira TRLP,FTR,Natrelle Silicone-Filled Breast Implants,Inspira TRLP,TRLP-490,2,2
2007014,9617229,ALLERGAN,1876741,NI,3/25/2019,IN,1546,2019,1,I,20,FTR,Natrelle Silicone-Filled Breast Implants,20,20-750,2,2
2007014,9617229,ALLERGAN,1876756,5/15/2018,3/25/2019,IN,2682,2019,1,I,Inspira SRF,FTR,Natrelle Silicone-Filled Breast Implants,Inspira SRF,SRF-450,2,2
2007014,9617229,ALLERGAN,1876762,5/15/2018,3/25/2019,IN,2682,2019,1,I,Inspira SRF,FTR,Natrelle Silicone-Filled Breast Implants,Inspira SRF,SRF-450,2,2
2007014,9617229,ALLERGAN,1876852,2/19/2019,3/25/2019,IN,1546,2019,1,I,15,FTR,Natrelle Silicone-Filled Breast Implants,15,15-213,2,2
2007014,9617229,ALLERGAN,1876854,NI,3/25/2019,IN,1546,2019,1,I,15,FTR,Natrelle Silicone-Filled Breast Implants,15,15-397,2,2
2007014,9617229,ALLERGAN,1876885,3/5/2019,3/25/2019,IN,2682,2019,1,I,Inspira SCF Cohesive,FTR,Natrelle Silicone-Filled Breast Implants,Inspira SCF Cohesive,SCF-485,2,2
2007014,9617229,ALLERGAN,1876886,3/5/2019,3/25/2019,IN,2682,2019,1,I,Inspira SCF Cohesive,FTR,Natrelle Silicone-Filled Breast Implants,Inspira SCF Cohesive,SCF-485,2,2
2007014,9617229,ALLERGAN,1876890,3/22/2019,3/25/2019,IN,2682,2019,1,I,Inspira SRF,FTR,Natrelle Silicone-Filled Breast Implants,Inspira SRF,SRF-385,2,2
2007014,9617229,ALLERGAN,1876893,3/22/2019,3/25/2019,IN,2682,2019,1,I,20,FTR,Natrelle Silicone-Filled Breast Implants,20,20-400,2,2
2007014,9617229,ALLERGAN,1876931,2/15/2019,3/25/2019,IN,1546,2019,1,I,15,FTR,Natrelle Silicone-Filled Breast Implants,15,15-339,2,2
2007014,9617229,ALLERGAN,1876943,1/3/2019,3/25/2019,IN,1546,2019,1,I,15,FTR,Natrelle Silicone-Filled Breast Implants,15,15-397,2,2
2007014,9617229,ALLERGAN,1876974,NI,3/22/2019,IN,3189,2019,1,I,Inspira SSX Soft Touch,FTR,Natrelle Silicone-Filled Breast Implants,Inspira SSX Soft Touch,N-SSX400,2,2
2007014,9617229,ALLERGAN,1876996,7/15/2018,3/25/2019,IN,2682,2019,1,I,Inspira SRLP,FTR,Natrelle Silicone-Filled Breast Implants,Inspira SRLP,SRLP-340,2,2
2007014,9617229,ALLERGAN,1876999,7/15/2018,3/25/2019,IN,2682,2019,1,I,Inspira SRLP,FTR,Natrelle Silicone-Filled Breast Implants,Inspira SRLP,SRLP-300,2,2
2007014,9617229,ALLERGAN,1877044,NI,3/22/2019,IN,2682,2019,1,I,Inspira SRF,FTR,Natrelle Silicone-Filled Breast Implants,Inspira SRF,SRF-485,2,2
2007014,9617229,ALLERGAN,1877055,2/6/2019,3/25/2019,IN,2682,2019,1,I,Inspira SSF Soft Touch,FTR,Natrelle Silicone-Filled Breast Implants,Inspira SSF Soft Touch,SSF-560,2,2
2007014,9617229,ALLERGAN,1877061,10/30/2018,3/25/2019,IN,2682,2019,1,I,Inspira SRM,FTR,Natrelle Silicone-Filled Breast Implants,Inspira SRM,SRM-375,2,2
2007014,9617229,ALLERGAN,1877084,3/21/2019,3/25/2019,IN,2682,2019,1,I,Inspira SRL,FTR,Natrelle Silicone-Filled Breast Implants,Inspira SRL,SRL-125,2,2
2007014,9617229,ALLERGAN,1877100,11/5/2018,2/20/2019,IN,2682,2019,1,I,Inspira SSM Soft Touch,FTR,Natrelle Silicone-Filled Breast Implants,Inspira SSM Soft Touch,N-SSM405,2,2
2007014,9617229,ALLERGAN,1877103,1/1/2016,3/25/2019,IN,1546,2019,1,I,45,FTR,Natrelle Silicone-Filled Breast Implants,45,45-650,2,2
2007014,9617229,ALLERGAN,1877119,3/25/2019,3/25/2019,IN,2682,2019,1,I,Inspira SRX,FTR,Natrelle Silicone-Filled Breast Implants,Inspira SRX,SRX-800,2,2
2007014,9617229,ALLERGAN,1877161,NI,3/25/2019,IN,2682,2019,1,I,115,FTR,Natrelle Silicone-Filled Breast Implants,115,115-222,2,2
2007014,9617229,ALLERGAN,1877168,NI,3/25/2019,IN,2682,2019,1,I,115,FTR,Natrelle Silicone-Filled Breast Implants,115,115-222,2,2
2007014,9617229,ALLERGAN,1877171,NI,3/25/2019,IN,2682,2019,1,I,110,FTR,Natrelle Silicone-Filled Breast Implants,110,110-150,2,2
2007014,9617229,ALLERGAN,1877188,11/25/2018,3/19/2019,IN,2682,2019,1,I,110,FTR,Natrelle Silicone-Filled Breast Implants,110,110-150,2,2
2007014,9617229,ALLERGAN,1877194,NI,3/26/2019,IN,1546,2019,1,I,Inspira TSF Soft Touch,FTR,Natrelle Silicone-Filled Breast Implants,Inspira TSF Soft Touch,N-TSF365,2,2
2007014,9617229,ALLERGAN,1877207,1/1/2011,3/20/2019,IN,1546,2019,1,I,110,FTR,Natrelle Silicone-Filled Breast Implants,110,27-110301,2,2
2007014,9617229,ALLERGAN,1877235,5/16/2015,3/25/2019,IN,3189,2019,1,I,15,FTR,Natrelle Silicone-Filled Breast Implants,15,15-158,2,2
2007014,9617229,ALLERGAN,1877238,5/16/2015,3/25/2019,IN,3189,2019,1,I,15,FTR,Natrelle Silicone-Filled Breast Implants,15,15-234,2,2
2007014,9617229,ALLERGAN,1877273,1/1/2017,3/26/2019,IN,1546,2019,1,I,20,FTR,Natrelle Silicone-Filled Breast Implants,20,20-650,2,2
2007014,9617229,ALLERGAN,1877364,NI,3/25/2019,IN,2682,2019,1,I,Inspira SRM,FTR,Natrelle Silicone-Filled Breast Implants,Inspira SRM,SRM-255,2,2
2007014,9617229,ALLERGAN,1877444,3/26/2019,3/26/2019,IN,1546,2019,1,I,20,FTR,Natrelle Silicone-Filled Breast Implants,20,20-600,2,2
2007014,9617229,ALLERGAN,1877491,3/26/2019,3/26/2019,IN,2682,2019,1,I,Inspira SRX,FTR,Natrelle Silicone-Filled Breast Implants,Inspira SRX,SRX-615,2,2
2007014,9617229,ALLERGAN,1877497,11/14/2018,3/26/2019,IN,2682,2019,1,I,Inspira SRLP,FTR,Natrelle Silicone-Filled Breast Implants,Inspira SRLP,SRLP-165,2,2
2007014,9617229,ALLERGAN,1877498,11/14/2018,3/26/2019,IN,2682,2019,1,I,Inspira SRLP,FTR,Natrelle Silicone-Filled Breast Implants,Inspira SRLP,SRLP-165,2,2
2007014,9617229,ALLERGAN,1877523,3/6/2019,3/25/2019,IN,2682,2019,1,I,Inspira SRX,FTR,Natrelle Silicone-Filled Breast Implants,Inspira SRX,SRX-800,2,2
2007014,9617229,ALLERGAN,1877529,1/22/2019,3/25/2019,IN,2682,2019,1,I,Inspira SRF,FTR,Natrelle Silicone-Filled Breast Implants,Inspira SRF,SRF-605,2,2
2007014,9617229,ALLERGAN,1877531,3/20/2019,3/26/2019,IN,1546,2019,1,I,45,FTR,Natrelle Silicone-Filled Breast Implants,45,45-500,2,2
2007014,9617229,ALLERGAN,1877599,12/18/2018,3/21/2019,IN,1546,2019,1,I,Inspira TRLP,FTR,Natrelle Silicone-Filled Breast Implants,Inspira TRLP,N-TRLP235,2,2
2007014,9617229,ALLERGAN,1877600,12/18/2018,3/21/2019,IN,2682,2019,1,I,Inspira TRLP,FTR,Natrelle Silicone-Filled Breast Implants,Inspira TRLP,N-TRLP235,2,2
2007014,9617229,ALLERGAN,1877644,NI,3/25/2019,IN,1546,2019,1,I,Inspira TRF,FTR,Natrelle Silicone-Filled Breast Implants,Inspira TRF,N-TRF325,2,2
2007014,9617229,ALLERGAN,1877674,3/5/2019,3/26/2019,IN,2682,2019,1,I,Inspira SRLP,FTR,Natrelle Silicone-Filled Breast Implants,Inspira SRLP,SRLP-280,2,2
2007014,9617229,ALLERGAN,1877676,2/6/2019,3/26/2019,IN,2682,2019,1,I,Unknown Gel,FTR,,,UNK Gel Breast Implant,2,2
2007014,9617229,ALLERGAN,1877677,2/6/2019,3/26/2019,IN,2682,2019,1,I,Unknown Gel,FTR,,,UNK Gel Breast Implant,2,2
2007014,9617229,ALLERGAN,1877751,1/1/2018,3/26/2019,IN,1546,2019,1,I,20,FTR,Natrelle Silicone-Filled Breast Implants,20,20-600,2,2
2007014,9617229,ALLERGAN,1877763,2/15/2019,3/26/2019,IN,2682,2019,1,I,Inspira SRF,FTR,Natrelle Silicone-Filled Breast Implants,Inspira SRF,SRF-365,2,2
2007014,9617229,ALLERGAN,1877823,3/1/2019,3/26/2019,IN,2682,2019,1,I,Inspira SSF Soft Touch,FTR,Natrelle Silicone-Filled Breast Implants,Inspira SSF Soft Touch,SSF-325,2,2
2007014,9617229,ALLERGAN,1877826,3/1/2019,3/26/2019,IN,2682,2019,1,I,Inspira SSF Soft Touch,FTR,Natrelle Silicone-Filled Breast Implants,Inspira SSF Soft Touch,SSF-325,2,2
2007014,9617229,ALLERGAN,1877831,3/13/2019,3/26/2019,IN,2682,2019,1,I,Inspira SRL,FTR,Natrelle Silicone-Filled Breast Implants,Inspira SRL,SRL-200,2,2
2007014,9617229,ALLERGAN,1877833,11/15/2018,3/26/2019,IN,2682,2019,1,I,Inspira SRM,FTR,Natrelle Silicone-Filled Breast Implants,Inspira SRM,SRM-685,2,2
2007014,9617229,ALLERGAN,1877849,11/19/2018,3/25/2019,IN,1546,2019,1,I,Inspira TSM Soft Touch,FTR,Natrelle Silicone-Filled Breast Implants,Inspira TSM Soft Touch,N-TSM345,2,2
2007014,9617229,ALLERGAN,1877889,2/15/2019,3/26/2019,IN,1395;1546,2019,1,I,15,FTR,Natrelle Silicone-Filled Breast Implants,15,15-339,2,2
2007014,9617229,ALLERGAN,1877891,2/15/2019,3/26/2019,IN,1395;1546,2019,1,I,15,FTR,Natrelle Silicone-Filled Breast Implants,15,15-339,2,2
2007014,9617229,ALLERGAN,1877907,3/26/2019,3/26/2019,IN,1546,2019,1,I,15,FTR,Natrelle Silicone-Filled Breast Implants,15,15-397,2,2
2007014,9617229,ALLERGAN,1877916,3/22/2019,3/26/2019,IN,1546,2019,1,I,20,FTR,Natrelle Silicone-Filled Breast Implants,20,20-475,2,2
2007014,9617229,ALLERGAN,1877947,3/25/2019,3/26/2019,IN,1546,2019,1,I,20,FTR,Natrelle Silicone-Filled Breast Implants,20,20-600,2,2
2007014,9617229,ALLERGAN,1877962,NI,3/26/2019,IN,2682,2019,1,I,110,FTR,Natrelle Silicone-Filled Breast Implants,110,110-210,2,2
2007014,9617229,ALLERGAN,1877964,NI,3/26/2019,IN,2682,2019,1,I,115,FTR,Natrelle Silicone-Filled Breast Implants,115,115-272,2,2
2007014,9617229,ALLERGAN,1877965,NI,3/26/2019,IN,2682,2019,1,I,115,FTR,Natrelle Silicone-Filled Breast Implants,115,115-290,2,2
2007014,9617229,ALLERGAN,1877989,NI,3/26/2019,IN,1546,2019,1,I,Inspira TSF Soft Touch,FTR,Natrelle Silicone-Filled Breast Implants,Inspira TSF Soft Touch,N-TSF450,2,2
2007014,9617229,ALLERGAN,1877990,NI,3/26/2019,IN,1546,2019,1,I,Inspira TSF Soft Touch,FTR,Natrelle Silicone-Filled Breast Implants,Inspira TSF Soft Touch,N-TSF450,2,2
2007014,9617229,ALLERGAN,1878025,NI,3/26/2019,IN,1546,2019,1,I,15,FTR,Natrelle Silicone-Filled Breast Implants,15,15-397,2,2
2007014,9617229,ALLERGAN,1878026,NI,3/26/2019,IN,1546,2019,1,I,15,FTR,Natrelle Silicone-Filled Breast Implants,15,15-397,2,2
2007014,9617229,ALLERGAN,1878067,1/1/2017,3/27/2019,IN,1546,2019,1,I,10,FTR,Natrelle Silicone-Filled Breast Implants,10,10-360,2,2
2007014,9617229,ALLERGAN,1878106,NI,3/26/2019,IN,1546;1670,2019,1,I,115,FTR,Natrelle Silicone-Filled Breast Implants,115,115-378,2,2
2007014,9617229,ALLERGAN,1878109,6/24/2017,3/26/2019,IN,3189,2019,1,I,15,FTR,Natrelle Silicone-Filled Breast Implants,15,15-397,2,2
2007014,9617229,ALLERGAN,1878112,6/24/2017,3/26/2019,IN,3189,2019,1,I,15,FTR,Natrelle Silicone-Filled Breast Implants,15,15-397,2,2
2007014,9617229,ALLERGAN,1878140,3/26/2019,3/26/2019,IN,1421,2019,1,I,Inspira SSF Soft Touch,FTR,Natrelle Silicone-Filled Breast Implants,Inspira SSF Soft Touch,N-SSF415,2,2
2007014,9617229,ALLERGAN,1878143,3/27/2019,3/27/2019,IN,2682;1546,2019,1,I,Inspira SRM,FTR,Natrelle Silicone-Filled Breast Implants,Inspira SRM,SRM-275,2,2
2007014,9617229,ALLERGAN,1878144,3/27/2019,3/27/2019,IN,2682;1546,2019,1,I,Inspira SRM,FTR,Natrelle Silicone-Filled Breast Implants,Inspira SRM,SRM-275,2,2
2007014,9617229,ALLERGAN,1878243,8/15/2018,3/26/2019,IN,1546,2019,1,I,Inspira TRM,FTR,Natrelle Silicone-Filled Breast Implants,Inspira TRM,N-TRM275,2,2
2007014,9617229,ALLERGAN,1878245,7/15/2018,3/27/2019,IN,2682,2019,1,I,Inspira SRF,FTR,Natrelle Silicone-Filled Breast Implants,Inspira SRF,SRF-345,2,2
2007014,9617229,ALLERGAN,1878255,3/20/2019,3/27/2019,IN,2682;1546,2019,1,I,15,FTR,Natrelle Silicone-Filled Breast Implants,15,15-457,2,2
2007014,9617229,ALLERGAN,1878292,NI,3/27/2019,IN,3189,2019,1,I,Inspira SCF Cohesive,FTR,Natrelle Silicone-Filled Breast Implants,Inspira SCF Cohesive,SCF-520,2,2
2007014,9617229,ALLERGAN,1878320,1/1/2018,3/27/2019,IN,2682,2019,1,I,Inspira SRM,FTR,Natrelle Silicone-Filled Breast Implants,Inspira SRM,SRM-310,2,2
2007014,9617229,ALLERGAN,1878347,NI,3/26/2019,IN,1546,2019,1,I,Inspira TSF Soft Touch,FTR,Natrelle Silicone-Filled Breast Implants,Inspira TSF Soft Touch,N-TSF295,2,2
2007014,9617229,ALLERGAN,1878356,11/15/2018,3/27/2019,IN,1546,2019,1,I,Inspira TSM Soft Touch,FTR,Natrelle Silicone-Filled Breast Implants,Inspira TSM Soft Touch,TSM345,2,2
2007014,9617229,ALLERGAN,1878359,11/15/2018,3/27/2019,IN,2682,2019,1,I,Inspira TSM Soft Touch,FTR,Natrelle Silicone-Filled Breast Implants,Inspira TSM Soft Touch,TSM345,2,2
2007014,9617229,ALLERGAN,1878361,1/1/2019,3/27/2019,IN,1546,2019,1,I,Unknown Gel,FTR,,,UNK Gel Breast Implant,2,2
2007014,9617229,ALLERGAN,1878367,1/1/2019,3/27/2019,IN,1546,2019,1,I,Unknown Gel,FTR,,,UNK Gel Breast Implant,2,2
2007014,9617229,ALLERGAN,1878387,3/27/2019,3/27/2019,IN,1546,2019,1,I,15,FTR,Natrelle Silicone-Filled Breast Implants,15,15-397,2,2
2007014,9617229,ALLERGAN,1878390,12/27/2018,3/27/2019,IN,1546,2019,1,I,10,FTR,Natrelle Silicone-Filled Breast Implants,10,10-300,2,2
2007014,9617229,ALLERGAN,1878391,12/27/2018,3/27/2019,IN,1546,2019,1,I,10,FTR,Natrelle Silicone-Filled Breast Implants,10,10-300,2,2
2007014,9617229,ALLERGAN,1878399,3/5/2018,3/27/2019,IN,3189,2019,1,I,Inspira TSX Soft Touch,FTR,Natrelle Silicone-Filled Breast Implants,Inspira TSX Soft Touch,N-TSX255,2,2
2007014,9617229,ALLERGAN,1878408,3/21/2018,3/27/2019,IN,2682,2019,1,I,Inspira TSF Soft Touch,FTR,Natrelle Silicone-Filled Breast Implants,Inspira TSF Soft Touch,N-TSF295,2,2
2007014,9617229,ALLERGAN,1878409,3/21/2018,3/27/2019,IN,2682,2019,1,I,Inspira TSF Soft Touch,FTR,Natrelle Silicone-Filled Breast Implants,Inspira TSF Soft Touch,N-TSF295,2,2
2007014,9617229,ALLERGAN,1878428,8/15/2018,3/27/2019,IN,1546;2682,2019,1,I,Inspira TRF,FTR,Natrelle Silicone-Filled Breast Implants,Inspira TRF,N-TRF295,2,2
2007014,9617229,ALLERGAN,1878435,3/13/2019,3/27/2019,IN,1546,2019,1,I,20,FTR,Natrelle Silicone-Filled Breast Implants,20,20-375,2,2
2007014,9617229,ALLERGAN,1878436,3/13/2019,3/27/2019,IN,2682,2019,1,I,20,FTR,Natrelle Silicone-Filled Breast Implants,20,20-375,2,2
2007014,9617229,ALLERGAN,1878440,NI,3/5/2019,IN,1546,2019,1,I,Inspira TRX,FTR,Natrelle Silicone-Filled Breast Implants,Inspira TRX,N-TRX375,2,2
2007014,9617229,ALLERGAN,1878533,3/27/2019,3/27/2019,IN,1546,2019,1,I,20,FTR,Natrelle Silicone-Filled Breast Implants,20,20-550,2,2
2007014,9617229,ALLERGAN,1878571,3/22/2019,3/27/2019,IN,2682,2019,1,I,Inspira SRX,FTR,Natrelle Silicone-Filled Breast Implants,Inspira SRX,SRX-420,2,2
2007014,9617229,ALLERGAN,1878599,2/1/2019,3/26/2019,IN,2682,2019,1,I,Inspira SSM Soft Touch,FTR,Natrelle Silicone-Filled Breast Implants,Inspira SSM Soft Touch,N-SSM310,2,2
2007014,9617229,ALLERGAN,1878617,1/15/2019,3/27/2019,IN,2682,2019,1,I,Inspira SRM,FTR,Natrelle Silicone-Filled Breast Implants,Inspira SRM,SRM-210,2,2
2007014,9617229,ALLERGAN,1878626,NI,3/27/2019,IN,2682;1546,2019,1,I,Unknown Gel,FTR,,,UNK Gel Breast Implant,2,2
2007014,9617229,ALLERGAN,1878628,NI,3/27/2019,IN,2682;1546,2019,1,I,Unknown Gel,FTR,,,UNK Gel Breast Implant,2,2
2007014,9617229,ALLERGAN,1878630,2/15/2019,3/27/2019,IN,1546,2019,1,I,120,FTR,Natrelle Silicone-Filled Breast Implants,120,120-550,2,2
2007014,9617229,ALLERGAN,1878631,2/15/2019,3/27/2019,IN,1546,2019,1,I,120,FTR,Natrelle Silicone-Filled Breast Implants,120,120-550,2,2
2007014,9617229,ALLERGAN,1878667,2/6/2019,3/27/2019,IN,2682,2019,1,I,Inspira SRX,FTR,Natrelle Silicone-Filled Breast Implants,Inspira SRX,SRX-650,2,2
2007014,9617229,ALLERGAN,1878670,2/6/2019,3/27/2019,IN,2682,2019,1,I,Inspira SRX,FTR,Natrelle Silicone-Filled Breast Implants,Inspira SRX,SRX-650,2,2
2007014,9617229,ALLERGAN,1878680,10/15/2018,3/27/2019,IN,2682,2019,1,I,Inspira SRL,FTR,Natrelle Silicone-Filled Breast Implants,Inspira SRL,SRL-410,2,2
2007014,9617229,ALLERGAN,1878681,10/15/2018,3/27/2019,IN,2682,2019,1,I,Inspira SRL,FTR,Natrelle Silicone-Filled Breast Implants,Inspira SRL,SRL-410,2,2
2007014,9617229,ALLERGAN,1878752,3/25/2019,3/27/2019,IN,1546,2019,1,I,15,FTR,Natrelle Silicone-Filled Breast Implants,15,15-457,2,2
2007014,9617229,ALLERGAN,1878796,8/17/2018,3/21/2019,IN,2682;1546,2019,1,I,Inspira TRL,FTR,Natrelle Silicone-Filled Breast Implants,Inspira TRL,N-TRL170,2,2
2007014,9617229,ALLERGAN,1878805,1/1/2018,3/19/2019,IN,1546,2019,1,I,Inspira TRL,FTR,Natrelle Silicone-Filled Breast Implants,Inspira TRL,N-TRL230,2,2
2007014,9617229,ALLERGAN,1878829,3/14/2019,3/26/2019,IN,2682;1546,2019,1,I,Inspira TSF Soft Touch,FTR,Natrelle Silicone-Filled Breast Implants,Inspira TSF Soft Touch,N-TSF295,2,2
2007014,9617229,ALLERGAN,1878830,3/14/2019,3/26/2019,IN,2682;1546,2019,1,I,Inspira TSF Soft Touch,FTR,Natrelle Silicone-Filled Breast Implants,Inspira TSF Soft Touch,N-TSF295,2,2
2007014,9617229,ALLERGAN,1878841,NI,3/21/2019,IN,1546,2019,1,I,Inspira TRM,FTR,Natrelle Silicone-Filled Breast Implants,Inspira TRM,N-TRM240,2,2
2007014,9617229,ALLERGAN,1878868,NI,3/26/2019,IN,2682,2019,1,I,Inspira SSM Soft Touch,FTR,Natrelle Silicone-Filled Breast Implants,Inspira SSM Soft Touch,N-SSM345,2,2
2007014,9617229,ALLERGAN,1878921,3/1/2018,3/25/2019,IN,2682,2019,1,I,Inspira TSX Soft Touch,FTR,Natrelle Silicone-Filled Breast Implants,Inspira TSX Soft Touch,N-TSX285,2,2
2007014,9617229,ALLERGAN,1878923,3/1/2018,3/25/2019,IN,1546;2682,2019,1,I,Inspira TSX Soft Touch,FTR,Natrelle Silicone-Filled Breast Implants,Inspira TSX Soft Touch,N-TSX285,2,2
2007014,9617229,ALLERGAN,1878978,10/15/2018,3/28/2019,IN,2682,2019,1,I,Inspira SRM,FTR,Natrelle Silicone-Filled Breast Implants,Inspira SRM,SRM-295,2,2
2007014,9617229,ALLERGAN,1878994,3/21/2019,3/28/2019,IN,1546,2019,1,I,20,FTR,Natrelle Silicone-Filled Breast Implants,20,20-375,2,2
2007014,9617229,ALLERGAN,1879015,3/25/2019,3/28/2019,IN,2682,2019,1,I,15,FTR,Natrelle Silicone-Filled Breast Implants,15,15-371,2,2
2007014,9617229,ALLERGAN,1879030,2/11/2019,3/27/2019,IN,1546,2019,1,I,Inspira TSF Soft Touch,FTR,Natrelle Silicone-Filled Breast Implants,Inspira TSF Soft Touch,N-TSF295,2,2
2007014,9617229,ALLERGAN,1879036,3/13/2019,3/28/2019,IN,1546,2019,1,I,Unknown Gel,FTR,,,UNK Gel Breast Implant,2,2
2007014,9617229,ALLERGAN,1879056,11/15/2018,3/28/2019,IN,1546,2019,1,I,15,FTR,Natrelle Silicone-Filled Breast Implants,15,15-457,2,2
2007014,9617229,ALLERGAN,1879060,NI,3/26/2019,IN,2682,2019,1,I,Inspira SRM,FTR,Natrelle Silicone-Filled Breast Implants,Inspira SRM,SRM-330,2,2
2007014,9617229,ALLERGAN,1879071,3/15/2019,3/28/2019,IN,2682;1546,2019,1,I,15,FTR,Natrelle Silicone-Filled Breast Implants,15,15-457,2,2
2007014,9617229,ALLERGAN,1879074,3/25/2019,3/28/2019,IN,1546,2019,1,I,Inspira SCF Cohesive,FTR,Natrelle Silicone-Filled Breast Implants,Inspira SCF Cohesive,SCF-560,2,2
2007014,9617229,ALLERGAN,1879105,2/15/2008,3/28/2019,IN,3189,2019,1,I,Unknown Gel,FTR,,,UNK Gel Breast Implant,2,2
2007014,9617229,ALLERGAN,1879172,NI,3/28/2019,IN,1546,2019,1,I,15,FTR,Natrelle Silicone-Filled Breast Implants,15,15-397,2,2
2007014,9617229,ALLERGAN,1879178,12/5/2018,3/28/2019,IN,2682,2019,1,I,Inspira SSM Soft Touch,FTR,Natrelle Silicone-Filled Breast Implants,Inspira SSM Soft Touch,SSM-520,2,2
2007014,9617229,ALLERGAN,1879229,3/21/2019,3/28/2019,IN,1546,2019,1,I,Inspira SRM,FTR,Natrelle Silicone-Filled Breast Implants,Inspira SRM,SRM-485,2,2
2007014,9617229,ALLERGAN,1879234,NI,3/28/2019,IN,1546;2682,2019,1,I,115,FTR,Natrelle Silicone-Filled Breast Implants,115,115-203,2,2
2007014,9617229,ALLERGAN,1879236,NI,3/28/2019,IN,1546;2682,2019,1,I,115,FTR,Natrelle Silicone-Filled Breast Implants,115,115-203,2,2
2007014,9617229,ALLERGAN,1879243,2/6/2019,3/28/2019,IN,2682,2019,1,I,Inspira SRM,FTR,Natrelle Silicone-Filled Breast Implants,Inspira SRM,SRM-405,2,2
2007014,9617229,ALLERGAN,1879244,2/6/2019,3/28/2019,IN,2682,2019,1,I,Inspira SRM,FTR,Natrelle Silicone-Filled Breast Implants,Inspira SRM,SRM-405,2,2
2007014,9617229,ALLERGAN,1879274,4/27/2012,3/28/2019,IN,2682,2019,1,I,20,FTR,Natrelle Silicone-Filled Breast Implants,20,20-500,2,2
2007014,9617229,ALLERGAN,1879276,4/27/2012,3/28/2019,IN,1546,2019,1,I,20,FTR,Natrelle Silicone-Filled Breast Implants,20,20-500,2,2
2007014,9617229,ALLERGAN,1879322,3/15/2019,3/28/2019,IN,2682,2019,1,I,115,FTR,Natrelle Silicone-Filled Breast Implants,115,115-469,2,2
2007014,9617229,ALLERGAN,1879324,3/15/2019,3/28/2019,IN,2682,2019,1,I,115,FTR,Natrelle Silicone-Filled Breast Implants,115,115-469,2,2
2007014,9617229,ALLERGAN,1879337,2/27/2019,3/28/2019,IN,1546,2019,1,I,20,FTR,Natrelle Silicone-Filled Breast Implants,20,20-425,2,2
2007014,9617229,ALLERGAN,1879418,3/28/2019,3/28/2019,IN,2682,2019,1,I,20,FTR,Natrelle Silicone-Filled Breast Implants,20,20-550,2,2
2007014,9617229,ALLERGAN,1879422,NI,3/28/2019,IN,1546,2019,1,I,20,FTR,Natrelle Silicone-Filled Breast Implants,20,20-260,2,2
2007014,9617229,ALLERGAN,1879445,3/22/2019,3/29/2019,M,1069,2019,1,I,115,FTR,Natrelle Silicone-Filled Breast Implants,115,115-253,2,2
2007014,9617229,ALLERGAN,1879469,9/15/2018,3/22/2019,IN,1546,2019,1,I,Inspira TRM,FTR,Natrelle Silicone-Filled Breast Implants,Inspira TRM,N-TRM310,2,2
2007014,9617229,ALLERGAN,1879480,NI,3/22/2019,IN,2682,2019,1,I,Inspira TRX,FTR,Natrelle Silicone-Filled Breast Implants,Inspira TRX,N-TRX420,2,2
2007014,9617229,ALLERGAN,1879490,NI,3/19/2019,IN,1546,2019,1,I,Inspira TSF Soft Touch,FTR,Natrelle Silicone-Filled Breast Implants,Inspira TSF Soft Touch,N-TSF345,2,2
2007014,9617229,ALLERGAN,1879505,3/13/2019,3/22/2019,IN,1546;1395,2019,1,I,Inspira TRX,FTR,Natrelle Silicone-Filled Breast Implants,Inspira TRX,N-TRX255,2,2
2007014,9617229,ALLERGAN,1879506,12/12/2018,3/20/2019,IN,1546,2019,1,I,Inspira TRM,FTR,Natrelle Silicone-Filled Breast Implants,Inspira TRM,N-TRM210,2,2
2007014,9617229,ALLERGAN,1879519,10/16/2018,3/21/2019,IN,1546;1395,2019,1,I,Inspira TRF,FTR,Natrelle Silicone-Filled Breast Implants,Inspira TRF,TRF265,2,2
2007014,9617229,ALLERGAN,1879528,10/16/2018,3/21/2019,IN,1546;1395,2019,1,I,Inspira TRF,FTR,Natrelle Silicone-Filled Breast Implants,Inspira TRF,TRF265,2,2
2007014,9617229,ALLERGAN,1879550,NI,3/27/2019,IN,1546,2019,1,I,Unknown Gel,FTR,,,UNK Gel Breast Implant,2,2
2007014,9617229,ALLERGAN,1879551,NI,3/27/2019,IN,1546,2019,1,I,Unknown Gel,FTR,,,UNK Gel Breast Implant,2,2
2007014,9617229,ALLERGAN,1879558,NI,3/22/2019,M,1069,2019,1,I,Inspira TSX Soft Touch,FTR,Natrelle Silicone-Filled Breast Implants,Inspira TSX Soft Touch,N-TSX525,2,2
2007014,9617229,ALLERGAN,1879588,3/22/2019,3/28/2019,M,2976,2019,1,I,Inspira TSX Soft Touch,FTR,Natrelle Silicone-Filled Breast Implants,Inspira TSX Soft Touch,N-TSX310,2,2
